moniker_clean,ABSTAIN,NO,NO_VOTE,NO_WITH_VETO,WEIGHTED_VOTE,YES,votingPower,validatorAddress,pca_x,pca_y,cluster
OnlyChimps,0,0,0.958333333,0,0,0.041666667,0.001013,"['crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604', 'crocncl12rmv9jgt2c5czkfwewgtm6wsx0cun2azvhv604']",-1.158953782,-0.09239722,0
reef Krypto Wlfe,0,0.081081081,0.486486486,0.081081081,0,0.351351351,0.000946,"['crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz', 'crocncl15zztsrl3f9snfwtq6zmrlu6j897z5vtk7fymcz']",3.511892336,-1.233167179,1
stakingcafe,0,0,0.851851852,0,0,0.148148148,0.00089,"['crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg', 'crocncl1kpjk50aeseqxltvkeclr5qzxq5eggt7ddelfgg']",-0.455815103,-0.344896667,0
Lotto CROnquerorsNode,0,0.055555556,0.5,0.083333333,0,0.361111111,0.000794,"['crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg', 'crocncl1s078nr9kp4ulsxgnsasnr3k6zg5q9erps348eg']",3.117176383,-1.124133675,1
Ubik Capital,0.026315789,0.026315789,0.5,0.105263158,0,0.342105263,0.000795,"['crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj', 'crocncl149dyku4d4c36dmvvw583xqcflau3d9x303ffcj']",3.046170097,0.012758239,1
ATeamThrive,0.129032258,0.064516129,0.580645161,0,0,0.225806452,0.00073,"['crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6', 'crocncl1amcxa06n0djycz0qd2cvvdyvd35uunnfej85g6']",2.883816728,3.734347332,2
CRO Army,0,0.034482759,0.724137931,0,0,0.24137931,0.000725,"['crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr', 'crocncl1wt7dcgj7rrzk7djctgy2a5wpp2lg5eezmdnfxr']",0.820370064,-0.744071513,1
Europa Lowest Commission,0,0,0.64516129,0.032258065,0,0.322580645,0.000689,"['crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv', 'crocncl1f5tczesgrq4p0que3qadekk56z3k5nj4ktcupv']",1.122806774,-0.753614446,1
StakeBowlNode,0,0,1,0,0,0,0.000696,"['crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7', 'crocncl1xhlv433ze84cs9aw8khf5muh3n9a78qmaq03a7']",-1.434095004,0.006406911,0
Supermoon,0,0,0.958333333,0,0,0.041666667,0.000608,"['crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n', 'crocncl1ddjpay5nckpath5q94ngph7tlam4rxyjm7n46n']",-1.158953782,-0.09239722,0
Obsidian ICY,0,0.103448276,0.689655172,0,0,0.206896552,0.000576,"['crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd', 'crocncl1j47t9xajph8fxe87mx9n6yjz05u64vr77mxwkd']",1.913753994,-1.018494317,1
